9
0.4
29
0.005882353	1.257971014
0.002941176	1.202898551
0.005882353	1.162318841
0.005882353	1.104347826
0.005882353	1.043478261
0.008823529	0.965217391
0.011764706	0.898550725
0.014705882	0.768115942
0.026470588	0.695652174
0.041176471	0.582608696
0.055882353	0.515942029
0.076470588	0.443478261
0.108823529	0.397101449
0.152941176	0.35942029
0.297058824	0.4
0.347058824	0.44057971
0.397058824	0.466666667
0.488235294	0.536231884
0.541176471	0.568115942
0.602941176	0.602898551
0.658823529	0.631884058
0.794117647	0.68115942
0.855882353	0.707246377
0.917647059	0.72173913
0.988235294	0.742028986
1.132352941	0.771014493
1.217647059	0.785507246
1.305882353	0.8
1.385294118	0.805797101

0.8
23
0.026470588	1.255072464
0.035294118	1.185507246
0.044117647	1.115942029
0.055882353	1.028985507
0.070588235	0.942028986
0.088235294	0.855072464
0.117647059	0.756521739
0.144117647	0.666666667
0.182352941	0.576811594
0.226470588	0.501449275
0.288235294	0.443478261
0.364705882	0.423188406
0.441176471	0.420289855
0.532352941	0.44057971
0.614705882	0.469565217
0.7	0.501449275
0.797058824	0.539130435
0.885294118	0.562318841
0.982352941	0.594202899
1.079411765	0.626086957
1.188235294	0.655072464
1.291176471	0.67826087
1.382352941	0.695652174

1.2
20
0.067647059	1.255072464
0.073529412	1.171014493
0.097058824	1.086956522
0.114705882	1.008695652
0.138235294	0.91884058
0.167647059	0.831884058
0.202941176	0.739130435
0.255882353	0.652173913
0.326470588	0.571014493
0.423529412	0.513043478
0.517647059	0.484057971
0.605882353	0.484057971
0.717647059	0.492753623
0.814705882	0.504347826
0.908823529	0.524637681
1.017647059	0.550724638
1.120588235	0.573913043
1.211764706	0.591304348
1.326470588	0.614492754
1.411764706	0.631884058

1.6
19
0.082352941	1.266666667
0.097058824	1.2
0.117647059	1.133333333
0.132352941	1.066666667
0.164705882	0.979710145
0.197058824	0.895652174
0.235294118	0.811594203
0.291176471	0.72173913
0.361764706	0.643478261
0.45	0.588405797
0.570588235	0.547826087
0.670588235	0.533333333
0.785294118	0.536231884
0.888235294	0.542028986
1	0.547826087
1.097058824	0.568115942
1.211764706	0.585507246
1.320588235	0.594202899
1.411764706	0.602898551

2
15
0.105882353	1.269565217
0.132352941	1.182608696
0.188235294	1.014492754
0.223529412	0.939130435
0.352941176	0.756521739
0.435294118	0.686956522
0.520588235	0.637681159
0.602941176	0.602898551
0.714705882	0.585507246
0.811764706	0.579710145
0.908823529	0.571014493
1.020588235	0.573913043
1.258823529	0.588405797
1.338235294	0.591304348
1.420588235	0.6

2.4
15
0.120588235	1.257971014
0.15	1.182608696
0.188235294	1.098550725
0.261764706	0.942028986
0.3	0.884057971
0.355882353	0.817391304
0.420588235	0.753623188
0.479411765	0.710144928
0.561764706	0.672463768
0.670588235	0.64057971
0.782352941	0.623188406
0.914705882	0.611594203
1.15	0.608695652
1.285294118	0.611594203
1.373529412	0.614492754

2.8
15
0.144117647	1.257971014
0.173529412	1.188405797
0.214705882	1.092753623
0.25	1.023188406
0.291176471	0.95942029
0.397058824	0.831884058
0.470588235	0.771014493
0.573529412	0.71884058
0.661764706	0.692753623
0.752941176	0.666666667
0.873529412	0.646376812
0.991176471	0.637681159
1.108823529	0.631884058
1.235294118	0.631884058
1.417647059	0.634782609

3.6
15
0.173529412	1.272463768
0.214705882	1.182608696
0.261764706	1.095652174
0.308823529	1.011594203
0.370588235	0.927536232
0.458823529	0.857971014
0.573529412	0.791304348
0.664705882	0.75942029
0.755882353	0.736231884
0.873529412	0.713043478
1.017647059	0.695652174
1.117647059	0.684057971
1.232352941	0.67826087
1.320588235	0.67826087
1.414705882	0.675362319

4.4
15
0.194117647	1.272463768
0.220588235	1.2
0.258823529	1.133333333
0.305882353	1.052173913
0.35	0.994202899
0.414705882	0.936231884
0.497058824	0.869565217
0.588235294	0.820289855
0.717647059	0.785507246
0.820588235	0.765217391
0.902941176	0.756521739
1.061764706	0.742028986
1.164705882	0.742028986
1.279411765	0.742028986
1.385294118	0.736231884
